DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
29-Oct-25,"1,500.20","1,520.20","1,496.90","1,510.40",4884976
28-Oct-25,"1,499.70","1,506.50","1,490.50","1,500.20",8211019
27-Oct-25,"1,510.00","1,515.30","1,498.10","1,504.50",7273211
24-Oct-25,"1,539.50","1,543.00","1,518.00","1,525.40",8652257
23-Oct-25,"1,510.00","1,546.00","1,506.00","1,528.50",20358624
21-Oct-25,"1,478.00","1,486.00","1,470.00","1,472.40",1698704
20-Oct-25,"1,453.70","1,467.00","1,450.00","1,460.90",6994246
17-Oct-25,"1,454.90","1,458.40","1,434.00","1,441.10",16959378
16-Oct-25,"1,473.90","1,474.50","1,460.50","1,471.50",8005748
15-Oct-25,"1,483.90","1,488.60","1,467.50","1,474.40",6986098
14-Oct-25,"1,499.00","1,514.40","1,486.50","1,489.90",5600789
13-Oct-25,"1,497.00","1,504.70","1,483.40","1,493.20",5859355
10-Oct-25,"1,510.00","1,521.70","1,498.80","1,514.90",3738353
09-Oct-25,"1,502.00","1,514.00","1,487.00","1,509.30",7028753
08-Oct-25,"1,457.00","1,498.00","1,455.00","1,495.00",4657192
07-Oct-25,"1,477.70","1,482.90","1,454.00","1,458.50",5570320
06-Oct-25,"1,446.60","1,478.80","1,442.30","1,476.00",4630590
03-Oct-25,"1,439.00","1,448.30","1,433.20","1,446.60",6877533
01-Oct-25,"1,446.00","1,449.50","1,427.40","1,445.80",6250692
30-Sep-25,"1,443.00","1,452.20","1,438.10","1,441.80",7556305
29-Sep-25,"1,460.00","1,465.00","1,436.50","1,441.80",10513117
26-Sep-25,"1,475.00","1,478.70","1,441.20","1,448.90",8597058
25-Sep-25,"1,489.00","1,502.70","1,476.50","1,484.80",9491867
24-Sep-25,"1,487.20","1,496.70","1,482.70","1,494.60",4937004
23-Sep-25,"1,493.00","1,513.00","1,493.00","1,497.50",9832164
22-Sep-25,"1,482.70","1,514.70","1,482.00","1,499.50",15655204
19-Sep-25,"1,544.60","1,551.30","1,520.10","1,540.20",12988129
18-Sep-25,"1,550.00","1,555.00","1,538.50","1,540.60",9331945
17-Sep-25,"1,516.90","1,526.70","1,514.00","1,522.40",4795698
16-Sep-25,"1,508.40","1,514.00","1,503.50","1,511.30",8923112
15-Sep-25,"1,525.60","1,527.50","1,501.20","1,508.40",6167414
12-Sep-25,"1,537.00","1,542.90","1,521.10","1,525.60",12856963
11-Sep-25,"1,523.90","1,527.50","1,506.50","1,509.70",8003662
10-Sep-25,"1,510.10","1,534.90","1,509.30","1,532.60",7281071
09-Sep-25,"1,481.00","1,507.20","1,472.50","1,504.30",13072640
08-Sep-25,"1,451.00","1,458.00","1,428.30","1,432.90",3811567
05-Sep-25,"1,470.00","1,472.70","1,433.00","1,444.60",5466487
04-Sep-25,"1,484.00","1,484.00","1,460.10","1,463.00",5787724
03-Sep-25,"1,500.00","1,501.90","1,473.00","1,479.10",4623483
02-Sep-25,"1,499.40","1,512.80","1,486.30","1,498.70",5218763
01-Sep-25,"1,476.70","1,503.40","1,476.20","1,499.40",4546057
29-Aug-25,"1,501.90","1,501.90","1,467.70","1,469.60",8169075
28-Aug-25,"1,529.60","1,529.60","1,498.00","1,500.10",5443364
26-Aug-25,"1,523.00","1,538.40","1,518.60","1,529.60",15994798
25-Aug-25,"1,506.70","1,539.00","1,506.70","1,532.10",10694531
22-Aug-25,"1,498.10","1,504.30","1,486.10","1,487.50",5543397
21-Aug-25,"1,508.00","1,508.00","1,484.30","1,496.40",6565539
20-Aug-25,"1,440.70","1,499.00","1,440.70","1,496.20",10413061
19-Aug-25,"1,432.70","1,449.40","1,432.70","1,440.00",3986094
18-Aug-25,"1,464.70","1,464.70","1,429.60","1,435.80",7254561
14-Aug-25,"1,426.20","1,470.00","1,426.20","1,447.70",12902347
13-Aug-25,"1,425.00","1,434.00","1,422.40","1,426.60",10318063
12-Aug-25,"1,428.20","1,441.00","1,421.00","1,424.10",9899184
11-Aug-25,"1,419.90","1,433.40","1,414.00","1,428.20",6625368
08-Aug-25,"1,425.00","1,433.20","1,417.10","1,423.10",10048009
07-Aug-25,"1,430.00","1,442.00","1,414.20","1,436.90",9892020
06-Aug-25,"1,452.00","1,456.10","1,430.30","1,436.70",10566934
05-Aug-25,"1,478.70","1,478.70","1,455.00","1,460.30",10213323
04-Aug-25,"1,461.50","1,482.80","1,451.00","1,480.50",8610216
01-Aug-25,"1,493.90","1,498.70","1,465.50","1,469.60",8702978
31-Jul-25,"1,509.70","1,527.10","1,497.00","1,509.00",6851407
30-Jul-25,"1,519.90","1,521.70","1,506.00","1,519.00",5719051
29-Jul-25,"1,512.90","1,517.20","1,496.10","1,513.70",7070448
28-Jul-25,"1,513.90","1,519.30","1,482.50","1,516.00",6439855
25-Jul-25,"1,543.40","1,549.50","1,511.30","1,515.70",10851259
24-Jul-25,"1,580.00","1,582.00","1,548.20","1,552.50",14169664
23-Jul-25,"1,576.30","1,591.90","1,550.00","1,574.50",8035026
22-Jul-25,"1,565.00","1,585.80","1,565.00","1,570.90",8473741
21-Jul-25,"1,580.00","1,589.00","1,566.80","1,584.30",3682661
18-Jul-25,"1,592.10","1,599.30","1,580.00","1,586.10",5161833
17-Jul-25,"1,598.00","1,610.00","1,580.10","1,583.50",7374814
16-Jul-25,"1,579.00","1,612.00","1,578.50","1,607.90",6223491
15-Jul-25,"1,565.10","1,603.60","1,564.00","1,585.60",7614807
14-Jul-25,"1,591.80","1,591.80","1,559.80","1,570.30",9173426
11-Jul-25,"1,579.10","1,607.10","1,563.00","1,594.90",11391755
10-Jul-25,"1,638.90","1,638.90","1,607.10","1,615.80",5330179
09-Jul-25,"1,637.80","1,638.00","1,623.60","1,633.70",4580828
08-Jul-25,"1,628.00","1,646.20","1,621.50","1,638.70",4590681
07-Jul-25,"1,640.00","1,644.00","1,623.00","1,627.00",3294523
04-Jul-25,"1,625.00","1,643.40","1,612.30","1,640.70",4411273
03-Jul-25,"1,618.50","1,632.40","1,615.00","1,618.70",5259695
02-Jul-25,"1,618.00","1,649.00","1,603.40","1,610.50",8653641
01-Jul-25,"1,609.00","1,617.70","1,600.50","1,606.80",4178937
30-Jun-25,"1,615.00","1,615.00","1,594.10","1,601.80",6294505
27-Jun-25,"1,619.00","1,629.60","1,602.40","1,608.00",8912268
26-Jun-25,"1,608.80","1,624.00","1,606.60","1,616.00",6519233
25-Jun-25,"1,590.00","1,619.90","1,585.10","1,614.90",7813533
24-Jun-25,"1,601.00","1,609.00","1,576.60","1,581.60",8083992
23-Jun-25,"1,601.00","1,601.00","1,575.40","1,584.00",7943676
20-Jun-25,"1,619.00","1,630.70","1,608.90","1,622.90",9202821
19-Jun-25,"1,623.90","1,630.00","1,611.50","1,618.40",5147760
18-Jun-25,"1,621.00","1,644.70","1,621.00","1,632.90",5629707
17-Jun-25,"1,620.70","1,647.40","1,615.60","1,639.90",7622083
16-Jun-25,"1,600.00","1,634.80","1,597.10","1,623.80",5591842
13-Jun-25,"1,576.00","1,609.00","1,570.20","1,602.00",6968315
12-Jun-25,"1,617.00","1,628.00","1,598.10","1,608.60",10483574
11-Jun-25,"1,590.10","1,634.60","1,590.10","1,631.10",10597410
10-Jun-25,"1,584.00","1,607.50","1,577.50","1,596.00",8591925
09-Jun-25,"1,578.00","1,588.00","1,571.00","1,572.90",2903202
06-Jun-25,"1,554.70","1,568.90","1,543.10","1,563.80",3960020
05-Jun-25,"1,547.90","1,567.70","1,541.60","1,554.30",6948539
04-Jun-25,"1,543.00","1,557.30","1,541.40","1,551.20",4548307
03-Jun-25,"1,559.00","1,567.30","1,535.60","1,543.00",6853403
02-Jun-25,"1,560.00","1,560.00","1,539.00","1,553.80",4374509
30-May-25,"1,571.00","1,572.00","1,555.10","1,562.70",13148092
29-May-25,"1,589.00","1,608.90","1,576.60","1,585.60",8609500
28-May-25,"1,581.00","1,587.70","1,570.00","1,571.80",3623370
27-May-25,"1,579.90","1,582.90","1,556.40","1,570.10",7775714
26-May-25,"1,566.60","1,583.80","1,562.70","1,580.50",3170102
23-May-25,"1,550.00","1,587.20","1,550.00","1,564.80",5038421
22-May-25,"1,555.50","1,560.80","1,540.00","1,547.50",6158990
21-May-25,"1,567.90","1,571.00","1,552.10","1,568.50",4157309
20-May-25,"1,570.00","1,583.50","1,558.00","1,560.60",7143998
19-May-25,"1,576.50","1,585.00","1,555.70","1,559.80",8855798
16-May-25,"1,612.60","1,612.60","1,581.50","1,589.90",4576751
15-May-25,"1,589.80","1,618.60","1,571.00","1,613.00",11151167
14-May-25,"1,574.00","1,595.00","1,569.50","1,592.40",4870057
13-May-25,"1,609.00","1,612.20","1,564.60","1,568.60",12846210
12-May-25,"1,537.00","1,632.00","1,532.00","1,626.90",11372857
09-May-25,"1,500.70","1,511.40","1,494.10","1,507.60",4478653
08-May-25,"1,508.00","1,516.50","1,501.20","1,511.40",8424409
07-May-25,"1,500.00","1,518.80","1,496.60","1,508.30",5691799
06-May-25,"1,506.00","1,515.60","1,499.10","1,511.50",4270530
05-May-25,"1,515.00","1,523.00","1,502.80","1,508.60",4282493
02-May-25,"1,499.70","1,523.20","1,496.20","1,506.80",8733014
30-Apr-25,"1,496.80","1,508.80","1,482.60","1,500.10",7704183
29-Apr-25,"1,482.00","1,509.80","1,474.10","1,497.50",8056743
28-Apr-25,"1,480.20","1,489.60","1,465.30","1,482.10",5886253
25-Apr-25,"1,475.50","1,501.70","1,463.50","1,480.20",8329979
24-Apr-25,"1,469.90","1,482.90","1,461.50","1,471.40",7114292
23-Apr-25,"1,446.00","1,487.80","1,439.60","1,474.90",11136642
22-Apr-25,"1,440.00","1,440.00","1,419.30","1,422.80",9399738
