DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
13-Jan-26,"1,485.00","1,485.80","1,444.70","1,452.80",13499760
12-Jan-26,"1,475.30","1,485.30","1,451.00","1,483.20",8883745
09-Jan-26,"1,465.00","1,479.90","1,465.00","1,475.30",8335311
08-Jan-26,"1,500.00","1,503.90","1,468.80","1,470.60",16518684
07-Jan-26,"1,510.00","1,520.00","1,498.00","1,504.20",11199340
06-Jan-26,"1,569.00","1,569.00","1,496.30","1,507.60",27417125
05-Jan-26,"1,593.00","1,611.80","1,575.30","1,578.10",8704973
02-Jan-26,"1,580.00","1,594.60","1,578.20","1,592.30",6602230
01-Jan-26,"1,573.70","1,592.50","1,571.10","1,575.60",6408128
31-Dec-25,"1,541.00","1,577.00","1,541.00","1,570.40",5771830
30-Dec-25,"1,547.00","1,553.60","1,537.80","1,539.80",8815884
29-Dec-25,"1,554.90","1,558.10","1,543.60","1,545.60",5972105
26-Dec-25,"1,554.70","1,561.00","1,554.30","1,559.20",2311495
24-Dec-25,"1,572.70","1,575.70","1,553.60","1,558.20",8815745
23-Dec-25,"1,580.90","1,580.90","1,568.10","1,570.70",7506564
22-Dec-25,"1,573.50","1,577.50","1,565.30","1,575.40",10184852
19-Dec-25,"1,554.40","1,574.20","1,551.00","1,565.10",13937275
18-Dec-25,"1,535.20","1,551.50","1,535.20","1,544.40",6580829
17-Dec-25,"1,550.00","1,550.00","1,539.30","1,544.40",7116649
16-Dec-25,"1,545.00","1,551.70","1,538.80","1,542.30",11731856
15-Dec-25,"1,551.20","1,558.60","1,546.50","1,556.20",5774543
12-Dec-25,"1,550.80","1,559.80","1,546.10","1,556.50",5106655
11-Dec-25,"1,536.90","1,550.00","1,524.00","1,545.00",4706197
10-Dec-25,"1,534.00","1,547.50","1,531.40","1,536.90",7991629
09-Dec-25,"1,540.30","1,542.50","1,520.10","1,529.40",11503971
08-Dec-25,"1,539.20","1,551.00","1,535.00","1,543.00",11301491
05-Dec-25,"1,530.40","1,545.80","1,520.60","1,540.60",10183266
04-Dec-25,"1,536.00","1,560.50","1,517.60","1,535.60",11867930
03-Dec-25,"1,545.20","1,552.40","1,533.00","1,538.80",6090883
